Player,Gross P/W (GBP/EUR),Gross P/W (USD),Gross P/Min(USD),Gross P/Y  (GBP/EUR),Gross P/Y (USD),Gross P/Y  (GBP/EUR) BONUS,Signed,Gross Remaining (USD),Status,Pos.,Pos.,Age,Country,Club,Competition,
 Atakan Ordu               ,2885,3663.95,0.363487103,150000,190500,                 ," Jul 1, 2023      ",#REF!, Reserve , K    , GK   ,19, Turkey                           ,Galatasaray,UEFA Europa League,
 Emre Kaplan               ,2885,3663.95,0.363487103,150000,190500,                 ," May 7, 2020      ",#REF!, Reserve , D    , LB   ,23, Turkey                           ,Istanbul Basaksehir,UEFA Conference League,
 Alec Van Hoorenbeeck           ,2885,3663.95,0.363487103,150000,190500,                 ," Jul 1, 2024      ",#REF!, Reserve , D    , CB   ,25, Belgium                          ,Twente,UEFA Europa League,
 Max Bruns                      ,2885,3663.95,0.363487103,150000,190500,                 ," Jul 1, 2024      ",#REF!, Starter , D    , CB   ,21, Netherlands                      ,Twente,UEFA Europa League,
 Marco Cruz               ,2885,3663.95,0.363487103,150000,190500,                 ," Jul 1, 2024      ",#REF!, Reserve , F    , AM   ,20, Portugal                         ,Vitoria de Guimaraes,UEFA Conference League,
Paul Tschernuth,3269,3530.52,0.35025,170000,183600,,45083,#REF!,Reserve,K,GK,22,Austria,1. FC Heidenheim,Bundesliga,
Thomas Keller,3269,3530.52,0.35025,170000,183600,,44743,#REF!,Reserve,D,CB,25,Germany,1. FC Heidenheim,Bundesliga,
Álex Padilla,3269,3530.52,0.35025,170000,183600,,45474,#REF!,Starter,K,GK,21,Mexico,Athletic Bilbao,La Liga,
Tommaso Corazza,3269,3530.52,0.35025,170000,183600,,45108,#REF!,Reserve,D,LB,20,Italy,Bologna,Serie A,
Nicola Bagnolini,3269,3530.52,0.35025,170000,183600,,44743,#REF!,Reserve,K,GK,20,Italy,Bologna,Serie A,
Antoine Joujou,3269,3530.52,0.35025,170000,183600,,45533,#REF!,Reserve,F,LW,21,France,Brest,Ligue 1,
Naj Razi,3269,3530.52,0.35025,170000,183600,,45323,#REF!,Reserve,F,AM,17,Ireland,Como,Serie A,
Mauro Vigorito,3269,3530.52,0.35025,170000,183600,,45108,#REF!,Reserve,K,GK,34,Italy,Como,Serie A,
Giuseppe Mazzaglia,3269,3530.52,0.35025,170000,183600,,45504,#REF!,Reserve,M,CM,18,Italy,Como,Serie A,
Patrizio Masini,3269,3530.52,0.35025,170000,183600,,,#REF!,Reserve,M,CM,23,Italy,Genoa,Serie A,
Federico Accornero,3269,3530.52,0.35025,170000,183600,,,#REF!,Reserve,F,LW,20,Italy,Genoa,Serie A,
Joselito,3269,3530.52,0.35025,170000,183600,,45108,#REF!,Reserve,M,DM,20,Spain,Hellas Verona,Serie A,
Karlson Nwanege,3269,3530.52,0.35025,170000,183600,,45474,#REF!,Reserve,D,CB,19,Sweden,Hellas Verona,Serie A,
Samuele Vignato,3269,3530.52,0.35025,170000,183600,,44617,#REF!,Reserve,F,AM,20,Italy,Monza,Serie A,
Edoardo Corvi,3269,3530.52,0.35025,170000,183600,,45087,#REF!,Reserve,K,GK,23,Italy,Parma,Serie A,
Drissa Camara,3269,3530.52,0.35025,170000,183600,,44378,#REF!,Reserve,M,CM,22,Cote d'Ivoire,Parma,Serie A,
Kenneth Schmidt,3269,3530.52,0.35025,170000,183600,,45125,#REF!,Reserve,D,CB,22,Germany,SC Freiburg,Bundesliga,
Johan Manzambi,3269,3530.52,0.35025,170000,183600,,45561,#REF!,Reserve,M,CM,18,Switzerland,SC Freiburg,Bundesliga,
Noah Weißhaupt,3269,3530.52,0.35025,170000,183600,,45121,#REF!,Reserve,F,LW,22,Germany,SC Freiburg,Bundesliga,
Bruno Ogbus,3269,3530.52,0.35025,170000,183600,,45565,#REF!,Reserve,D,CB,18,Switzerland,SC Freiburg,Bundesliga,
Noah Atubolu,3269,3530.52,0.35025,170000,183600,,45120,#REF!,Starter,K,GK,22,Germany,SC Freiburg,Bundesliga,
Filippo Neri,3269,3530.52,0.35025,170000,183600,,44434,#REF!,Reserve,K,GK,21,Italy,Venezia,Serie A,
Ayman Aourir,3077,3323.16,0.329678571,160000,172800,,44652,#REF!,Reserve,F,AM,19,Morocco,Bayer Leverkusen,Bundesliga,
Damián Rodríguez,3077,3323.16,0.329678571,160000,172800,,45538,#REF!,Reserve,M,DM,21,Spain,Celta Vigo,La Liga,
Belmin Dizdarevic,3077,3323.16,0.329678571,160000,172800,,45114,#REF!,Reserve,K,GK,23,Bosnia-Herzegovina,Montpellier,Ligue 1,
Amidou Doumbouya,3077,3323.16,0.329678571,160000,172800,,45167,#REF!,Reserve,D,CB,17,France,Nice,Ligue 1,
Javi Martínez,3077,3323.16,0.329678571,160000,172800,,44378,#REF!,Reserve,F,AM,24,Spain,Osasuna,La Liga,
Pelayo Fernández,3077,3323.16,0.329678571,160000,172800,,45475,#REF!,Reserve,D,CB,21,Spain,Rayo Vallecano,La Liga,
Fran Vieites,3077,3323.16,0.329678571,160000,172800,,45474,#REF!,Reserve,K,GK,25,Spain,Real Betis,La Liga,
Ümit Akdağ,3077,3323.16,0.329678571,160000,172800,,45527,#REF!,Reserve,D,CB,20,Romania,Toulouse,Ligue 1,
 Yusuf Yılmaz              ,2500,3175,0.314980159,130000,165100,                 ," Aug 14, 2024     ",#REF!, Reserve , K    , GK   ,18, Turkey                           ,Istanbul Basaksehir,UEFA Conference League,
Ryan Trevitt,2500,3175,0.314980159,130000,165100,,45121,#REF!,Reserve,M,CM,21,England,Brentford,Premier League,
Lennard Maloney,2885,3115.8,0.309107143,150000,162000,,44743,#REF!,Starter,M,DM,24,United States,1. FC Heidenheim,Bundesliga,
Luka Janes,2885,3115.8,0.309107143,150000,162000,,45108,#REF!,Reserve,M,DM,20,Germany,1. FC Heidenheim,Bundesliga,
Tim Siersleben,2885,3115.8,0.309107143,150000,162000,,45108,#REF!,Reserve,D,CB,24,Germany,1. FC Heidenheim,Bundesliga,
Frank Feller,2885,3115.8,0.309107143,150000,162000,,45547,#REF!,Reserve,K,GK,20,Germany,1. FC Heidenheim,Bundesliga,
Zinédine Ould Khaled,2885,3115.8,0.309107143,150000,162000,,43675,#REF!,Reserve,M,DM,24,France,Angers,Ligue 1,
Lilian Raolisoa,2885,3115.8,0.309107143,150000,162000,,45108,#REF!,Starter,D,RB,24,France,Angers,Ligue 1,
Tarek Buchmann,2885,3115.8,0.309107143,150000,162000,,45108,#REF!,Reserve,D,CB,19,Germany,Bayern Munich,Bundesliga,
Carlos Domínguez,2885,3115.8,0.309107143,150000,162000,,44572,#REF!,Reserve,D,CB,23,Spain,Celta Vigo,La Liga,
Alessio Iovine,2885,3115.8,0.309107143,150000,162000,,44442,#REF!,Reserve,M,RM,33,Italy,Como,Serie A,
Fellipe Jack,2885,3115.8,0.309107143,150000,162000,,45474,#REF!,Reserve,D,CB,18,Brazil,Como,Serie A,
Nnamdi Collins,2885,3115.8,0.309107143,150000,162000,,45147,#REF!,Reserve,D,CB,20,Germany,Eintracht Frankfurt,Bundesliga,
Jacopo Fazzini,2885,3115.8,0.309107143,150000,162000,,44743,#REF!,Starter,M,CM,21,Italy,Empoli,Serie A,
Saba Goglichidze,2885,3115.8,0.309107143,150000,162000,,45297,#REF!,Starter,D,CB,20,Georgia,Empoli,Serie A,
Marcel Engelhardt,2885,3115.8,0.309107143,150000,162000,,45108,#REF!,Reserve,K,GK,31,Germany,Holstein Kiel,Bundesliga,
Neil El Aynaoui,2885,3115.8,0.309107143,150000,162000,,45108,#REF!,Reserve,M,CM,23,Morocco,Le Havre,Ligue 1,
Alexandru Borbei,2885,3115.8,0.309107143,150000,162000,,45448,#REF!,Reserve,K,GK,21,Romania,Lecce,Serie A,
Adrià Altimira,2885,3115.8,0.309107143,150000,162000,,45525,#REF!,Starter,D,RB,23,Spain,Leganes,La Liga,
Irvyn Lomami,2885,3115.8,0.309107143,150000,162000,,45108,#REF!,Reserve,D,RB,20,France,Lille,Ligue 1,
Geoffrey Lembet,2885,3115.8,0.309107143,150000,162000,,45429,#REF!,Reserve,K,GK,35,Central African Republic,Rennes,Ligue 1,
Ange Caumenan N'Guessan,2885,3115.8,0.309107143,150000,162000,,45108,#REF!,Reserve,D,CB,21,France,Torino,Serie A,
Côme Bianay Balcot,2885,3115.8,0.309107143,150000,162000,,45428,#REF!,Reserve,D,CB,19,France,Torino,Serie A,
Axel Guessand,2885,3115.8,0.309107143,150000,162000,,44875,#REF!,Reserve,D,CB,19,France,Udinese,Serie A,
Aljoscha Kemlein,2885,3115.8,0.309107143,150000,162000,,45108,#REF!,Starter,M,DM,20,Germany,Union Berlin,Bundesliga,
Saad El Haddad,2885,3115.8,0.309107143,150000,162000,,45470,#REF!,Reserve,F,AM,19,Morocco,Venezia,Serie A,
 Dave Kwakman                   ,2308,2931.16,0.290789683,120000,152400,                 ," Jul 1, 2024      ",#REF!, Reserve , M    , CM   ,20, Netherlands                      ,AZ Alkmaar,UEFA Europa League,
 Emir Yaşar                ,2308,2931.16,0.290789683,120000,152400,                 ," Apr 17, 2024     ",#REF!, Reserve , K    , GK   ,18, Turkey                           ,Besiktas,UEFA Europa League,
 Mustafa Hekimoğlu         ,2308,2931.16,0.290789683,120000,152400,                 ," May 4, 2024      ",#REF!, Starter , F    , CF   ,17, Turkey                           ,Besiktas,UEFA Europa League,
 Arda Berk Özüarap         ,2308,2931.16,0.290789683,120000,152400,                 ," Jul 1, 2024      ",#REF!, Reserve , D    , RB   ,19, Turkey                           ,Besiktas,UEFA Europa League,
 Fredrik Oppegård               ,2308,2931.16,0.290789683,120000,152400,                 ," Dec 10, 2021     ",#REF!, Reserve , D    , LB   ,22, Norway                           ,PSV Eindhoven,UEFA Champions League,
 Mateo Tanlongo           ,2308,2931.16,0.290789683,120000,152400,                 ," Jan 5, 2023      ",#REF!, Reserve , M    , DM   ,21, Argentina                        ,Sporting CP,UEFA Champions League,
 Mats Rots                      ,2308,2931.16,0.290789683,120000,152400,                 ," Oct 1, 2024      ",#REF!, Reserve , D    , LB   ,18, Netherlands                      ,Twente,UEFA Europa League,
 Daan Rots                      ,2308,2931.16,0.290789683,120000,152400,                 ," Oct 12, 2022     ",#REF!, Reserve , F    , RW   ,23, Netherlands                      ,Twente,UEFA Europa League,
 Bica                     ,2308,2931.16,0.290789683,120000,152400,                 ," Jul 7, 2024      ",#REF!, Reserve , F    , CF   ,21, Portugal                         ,Vitoria de Guimaraes,UEFA Conference League,
 Manu                     ,2308,2931.16,0.290789683,120000,152400,                 ," Jan 31, 2023     ",#REF!, Reserve , M    , DM   ,23, Portugal                         ,Vitoria de Guimaraes,UEFA Conference League,
 Telmo Arcanjo            ,2308,2931.16,0.290789683,120000,152400,                 ," Jul 1, 2023      ",#REF!, Reserve , F    , AM   ,23, Cape Verde                       ,Vitoria de Guimaraes,UEFA Conference League,
 Alberto Costa            ,2308,2931.16,0.290789683,120000,152400,                 ," Oct 17, 2024     ",#REF!, Reserve , D    , RB   ,21, Portugal                         ,Vitoria de Guimaraes,UEFA Conference League,
Raphaël Adiceam,2692,2907.36,0.288428571,140000,151200,,45483,#REF!,Reserve,K,GK,34,France,AS Monaco,Ligue 1,
Nicolas Mercier,2692,2907.36,0.288428571,140000,151200,,44106,#REF!,Reserve,F,LW,21,France,AS Monaco,Ligue 1,
Kévin Danois,2692,2907.36,0.288428571,140000,151200,,45485,#REF!,Starter,M,CM,20,France,AS Monaco,Ligue 1,
Matija Marsenic,2692,2907.36,0.288428571,140000,151200,,45474,#REF!,Reserve,M,CM,19,Montenegro,Bayer Leverkusen,Bundesliga,
Shio Fukuda,2692,2907.36,0.288428571,140000,151200,,45306,#REF!,Reserve,F,CF,20,Japan,Borussia Monchengladbach,Bundesliga,
Charles Herrmann,2692,2907.36,0.288428571,140000,151200,,45474,#REF!,Reserve,F,LW,18,Germany,Borussia Monchengladbach,Bundesliga,
Pablo Durán,2692,2907.36,0.288428571,140000,151200,,45491,#REF!,Reserve,F,CF,23,Spain,Celta Vigo,La Liga,
Alfon González,2692,2907.36,0.288428571,140000,151200,,45474,#REF!,Reserve,F,LW,25,Spain,Celta Vigo,La Liga,
Yellu Santiago,2692,2907.36,0.288428571,140000,151200,,45301,#REF!,Reserve,M,CM,20,Spain,Getafe,La Liga,
Andu Kelati,2692,2907.36,0.288428571,140000,151200,,45474,#REF!,Reserve,F,LW,22,Germany,Holstein Kiel,Bundesliga,
Abdukodir Khusanov,2692,2907.36,0.288428571,140000,151200,,45131,#REF!,Starter,D,CB,20,Uzbekistan,Le Havre,Ligue 1,
Naim García,2692,2907.36,0.288428571,140000,151200,,44537,#REF!,Reserve,F,RW,22,Spain,Leganes,La Liga,
Enzo Sternal,2692,2907.36,0.288428571,140000,151200,,45511,#REF!,Reserve,F,SS,17,France,Lyon,Ligue 1,
Gaël Lafont,2692,2907.36,0.288428571,140000,151200,,45474,#REF!,Reserve,M,CM,18,France,Lyon,Ligue 1,
Falaye Sacko,2692,2907.36,0.288428571,140000,151200,,45108,#REF!,Starter,D,RB,29,Mali,Montpellier,Ligue 1,
Hugo Barbet,2692,2907.36,0.288428571,140000,151200,,45560,#REF!,Reserve,K,GK,22,France,Nantes,Ligue 1,
Billal Brahimi,2692,2907.36,0.288428571,140000,151200,,44589,#REF!,Reserve,F,LW,24,Algeria,Nice,Ligue 1,
Marvin Senaya,2692,2907.36,0.288428571,140000,151200,,45171,#REF!,Reserve,D,RB,23,France,Strasbourg,Ligue 1,
Justin Lacombe,2692,2907.36,0.288428571,140000,151200,,45392,#REF!,Reserve,K,GK,21,France,Toulouse,Ligue 1,
Marco John,2692,2907.36,0.288428571,140000,151200,,44799,#REF!,Reserve,D,LB,22,Germany,TSG Hoffenheim,Bundesliga,
Tom Bischof,2692,2907.36,0.288428571,140000,151200,,44589,#REF!,Starter,F,AM,19,Germany,TSG Hoffenheim,Bundesliga,
Leon Opitz,2692,2907.36,0.288428571,140000,151200,,45175,#REF!,Reserve,M,LM,19,Germany,Werder Bremen,Bundesliga,
Christopher Negele,2500,2700,0.267857143,130000,140400,,45474,#REF!,Reserve,F,LW,19,Germany,1. FC Heidenheim,Bundesliga,
Lorenzo Torriani,2500,2700,0.267857143,130000,140400,,45474,#REF!,Reserve,K,GK,19,Italy,AC Milan,Serie A,
Luca Marianucci,2500,2700,0.267857143,130000,140400,,,#REF!,Reserve,D,CB,20,Italy,Empoli,Serie A,
Christos Mandas,2500,2700,0.267857143,130000,140400,,45170,#REF!,Reserve,K,GK,22,Greece,Lazio,Serie A,
Ed McJannet,2500,2700,0.267857143,130000,140400,,45474,#REF!,Reserve,M,CM,20,Ireland,Lecce,Serie A,
Andrea Mazza,2500,2700,0.267857143,130000,140400,,45474,#REF!,Reserve,K,GK,20,Italy,Monza,Serie A,
Sekou Diawara,2500,2700,0.267857143,130000,140400,,45108,#REF!,Reserve,F,CF,20,Belgium,Udinese,Serie A,
 Kaio César               ,2115,2686.05,0.266473214,110000,139700,                 ," Jan 31, 2024     ",#REF!, Starter , F    , RW   ,20, Brazil                           ,Vitoria de Guimaraes,UEFA Conference League,
Will Dennis,2000,2540,0.251984127,104000,132080,,45299,#REF!,Reserve,K,GK,24,England,Bournemouth,Premier League,
Melvin Zinga,2308,2492.64,0.247285714,120000,129600,,45558,#REF!,Reserve,K,GK,22,France,Angers,Ligue 1,
Emmanuel Biumla,2308,2492.64,0.247285714,120000,129600,,45504,#REF!,Starter,M,DM,19,France,Angers,Ligue 1,
Himad Abdelli,2308,2492.64,0.247285714,120000,129600,,44743,#REF!,Starter,F,AM,24,Algeria,Angers,Ligue 1,
Nathan Buayi-Kiala,2308,2492.64,0.247285714,120000,129600,,45474,#REF!,Reserve,M,DM,20,France,AS Monaco,Ligue 1,
Ange Loic N'Gatta,2308,2492.64,0.247285714,120000,129600,,45149,#REF!,Reserve,D,RB,20,France,AS Monaco,Ligue 1,
Théo De Percin,2308,2492.64,0.247285714,120000,129600,,45302,#REF!,Reserve,K,GK,23,France,AS Monaco,Ligue 1,
Axel Camblan,2308,2492.64,0.247285714,120000,129600,,45412,#REF!,Reserve,M,LM,21,France,Auxerre,Ligue 1,
Steve Ngoura,2308,2492.64,0.247285714,120000,129600,,45092,#REF!,Reserve,F,CF,19,France,Brest,Ligue 1,
Andy Logbo,2308,2492.64,0.247285714,120000,129600,,44743,#REF!,Reserve,F,CF,20,France,Brest,Ligue 1,
Aloïs Confais,2308,2492.64,0.247285714,120000,129600,,44790,#REF!,Reserve,M,DM,27,France,Brest,Ligue 1,
Mert Kömür,2308,2492.64,0.247285714,120000,129600,,45108,#REF!,Reserve,F,AM,19,Germany,FC Augsburg,Bundesliga,
Mahmut Kücüksahin,2308,2492.64,0.247285714,120000,129600,,45490,#REF!,Reserve,M,DM,20,Turkey,FC Augsburg,Bundesliga,
Daniel Klein,2308,2492.64,0.247285714,120000,129600,,44379,#REF!,Reserve,K,GK,23,Germany,FC Augsburg,Bundesliga,
Scott Banks,2308,2492.64,0.247285714,120000,129600,,45474,#REF!,Reserve,F,RW,22,Scotland,FC St. Pauli,Bundesliga,
Robert Wagner,2308,2492.64,0.247285714,120000,129600,,45474,#REF!,Starter,M,CM,21,Germany,FC St. Pauli,Bundesliga,
Aurel Wagbe,2308,2492.64,0.247285714,120000,129600,,45108,#REF!,Reserve,M,LM,20,Germany,Holstein Kiel,Bundesliga,
Marco Komenda,2308,2492.64,0.247285714,120000,129600,,44628,#REF!,Reserve,D,CB,27,Germany,Holstein Kiel,Bundesliga,
Fabio González,2308,2492.64,0.247285714,120000,129600,,43647,#REF!,Reserve,M,CM,27,Spain,Las Palmas,La Liga,
Diego González,2308,2492.64,0.247285714,120000,129600,,45108,#REF!,Reserve,F,RW,21,Paraguay,Lazio,Serie A,
Hamzat Ojediran,2308,2492.64,0.247285714,120000,129600,,45512,#REF!,Reserve,M,DM,20,Nigeria,Le Havre,Ligue 1,
Jeppe Corfitzen,2308,2492.64,0.247285714,120000,129600,,45108,#REF!,Reserve,F,RW,19,Denmark,Lecce,Serie A,
Jasper Samooja,2308,2492.64,0.247285714,120000,129600,,44743,#REF!,Reserve,K,GK,21,Finland,Lecce,Serie A,
Lisandru Olmeta,2308,2492.64,0.247285714,120000,129600,,45474,#REF!,Reserve,K,GK,19,France,Lens,Ligue 1,
Florent Da Silva,2308,2492.64,0.247285714,120000,129600,,44320,#REF!,Reserve,M,CM,21,France,Lille,Ligue 1,
Justin Bengui Joao,2308,2492.64,0.247285714,120000,129600,,45169,#REF!,Reserve,K,GK,19,France,Lille,Ligue 1,
Keyliane Abdallah,2308,2492.64,0.247285714,120000,129600,,45108,#REF!,Reserve,F,RW,18,France,Lyon,Ligue 1,
Yann Lienard,2308,2492.64,0.247285714,120000,129600,,45155,#REF!,Reserve,K,GK,21,France,Marseille,Ligue 1,
Othmane Maamma,2308,2492.64,0.247285714,120000,129600,,45474,#REF!,Reserve,F,RW,18,Morocco,Montpellier,Ligue 1,
Rabby Nzingoula,2308,2492.64,0.247285714,120000,129600,,45532,#REF!,Reserve,M,DM,18,Congo,Montpellier,Ligue 1,
Dimitry Bertaud,2308,2492.64,0.247285714,120000,129600,,44463,#REF!,Starter,K,GK,26,Democratic Republic of the Congo,Montpellier,Ligue 1,
Enzo Tchato,2308,2492.64,0.247285714,120000,129600,,45440,#REF!,Reserve,D,RB,21,Cameroon,Montpellier,Ligue 1,
Joris Chotard,2308,2492.64,0.247285714,120000,129600,,43733,#REF!,Starter,M,DM,22,France,Montpellier,Ligue 1,
Badredine Bouanani,2308,2492.64,0.247285714,120000,129600,,44925,#REF!,Reserve,F,RW,19,Algeria,Nice,Ligue 1,
Antoine Mendy,2308,2492.64,0.247285714,120000,129600,,44743,#REF!,Reserve,D,RB,20,France,Nice,Ligue 1,
Teddy Boulhendi,2308,2492.64,0.247285714,120000,129600,,44013,#REF!,Reserve,K,GK,23,Algeria,Nice,Ligue 1,
Tom Louchet,2308,2492.64,0.247285714,120000,129600,,45108,#REF!,Reserve,M,RM,21,France,Nice,Ligue 1,
Victor Orakpo,2308,2492.64,0.247285714,120000,129600,,45530,#REF!,Reserve,F,CF,18,Nigeria,Nice,Ligue 1,
Ibrahim Mbaye,2308,2492.64,0.247285714,120000,129600,,45292,#REF!,Reserve,F,RW,16,France,Paris Saint-Germain,Ligue 1,
Mamadou Diakhon,2308,2492.64,0.247285714,120000,129600,,45108,#REF!,Reserve,F,LW,18,France,Reims,Ligue 1,
Amadou Koné,2308,2492.64,0.247285714,120000,129600,,45474,#REF!,Reserve,M,DM,19,Cote d'Ivoire,Reims,Ligue 1,
Valentin Atangana,2308,2492.64,0.247285714,120000,129600,,45202,#REF!,Starter,M,CM,19,France,Reims,Ligue 1,
Adama Bojang,2308,2492.64,0.247285714,120000,129600,,45144,#REF!,Reserve,F,CF,20,The Gambia,Reims,Ligue 1,
Yaya Fofana,2308,2492.64,0.247285714,120000,129600,,45474,#REF!,Starter,M,CM,20,Cote d'Ivoire,Reims,Ligue 1,
Mahamadou Nagida,2308,2492.64,0.247285714,120000,129600,,45474,#REF!,Reserve,D,LB,19,Cameroon,Rennes,Ligue 1,
Alan Do Marcolino,2308,2492.64,0.247285714,120000,129600,,45113,#REF!,Reserve,F,CF,22,Gabon,Rennes,Ligue 1,
Mathis Amougou,2308,2492.64,0.247285714,120000,129600,,45019,#REF!,Starter,M,CM,18,France,Saint-Etienne,Ligue 1,
Mohamed Bechikh,2308,2492.64,0.247285714,120000,129600,,45449,#REF!,Reserve,F,CF,19,France,Strasbourg,Ligue 1,
Tidiane Diallo,2308,2492.64,0.247285714,120000,129600,,45434,#REF!,Reserve,F,AM,18,France,Strasbourg,Ligue 1,
Nolan Ferro,2308,2492.64,0.247285714,120000,129600,,45292,#REF!,Reserve,M,CM,18,France,Strasbourg,Ligue 1,
Ylies Aradj,2308,2492.64,0.247285714,120000,129600,,45108,#REF!,Reserve,D,LB,19,France,Toulouse,Ligue 1,
Lúkas Petersson,2308,2492.64,0.247285714,120000,129600,,45474,#REF!,Reserve,K,GK,20,Iceland,TSG Hoffenheim,Bundesliga,
James Abankwah,2308,2492.64,0.247285714,120000,129600,,44587,#REF!,Reserve,D,CB,20,Ireland,Udinese,Serie A,
Yannic Stein,2308,2492.64,0.247285714,120000,129600,,45108,#REF!,Reserve,K,GK,19,Germany,Union Berlin,Bundesliga,
Luca Raimund,2308,2492.64,0.247285714,120000,129600,,45474,#REF!,Reserve,F,RW,19,Germany,VfB Stuttgart,Bundesliga,
Anthony Rouault,2308,2492.64,0.247285714,120000,129600,,45474,#REF!,Starter,D,CB,23,France,VfB Stuttgart,Bundesliga,
Anrie Chase,2308,2492.64,0.247285714,120000,129600,,45474,#REF!,Starter,D,CB,20,Japan,VfB Stuttgart,Bundesliga,
Moritz Broschinski,2308,2492.64,0.247285714,120000,129600,,44948,#REF!,Reserve,F,CF,23,Germany,VfL Bochum,Bundesliga,
Mohammed Tolba,2308,2492.64,0.247285714,120000,129600,,44952,#REF!,Reserve,D,CB,20,Germany,VfL Bochum,Bundesliga,
Mats Pannewig,2308,2492.64,0.247285714,120000,129600,,44985,#REF!,Reserve,M,CM,19,Germany,VfL Bochum,Bundesliga,
Lennart Koerdt,2308,2492.64,0.247285714,120000,129600,,45474,#REF!,Reserve,F,AM,19,Germany,VfL Bochum,Bundesliga,
David Odogu,2308,2492.64,0.247285714,120000,129600,,45520,#REF!,Reserve,D,CB,18,Germany,VfL Wolfsburg,Bundesliga,
Bennit Bröger,2308,2492.64,0.247285714,120000,129600,,45108,#REF!,Reserve,F,AM,18,Germany,VfL Wolfsburg,Bundesliga,
 Metehan Baltacı           ,1923,2442.21,0.242282738,100000,127000,                 ," Aug 9, 2021      ",#REF!, Reserve , D    , CB   ,21, Turkey                           ,Galatasaray,UEFA Europa League,
Jacopo Seghetti,2115,2284.2,0.226607143,110000,118800,,45474,#REF!,Reserve,K,GK,19,Italy,Empoli,Serie A,
Alphadjo Cissè,2115,2284.2,0.226607143,110000,118800,,45474,#REF!,Reserve,F,AM,17,Italy,Hellas Verona,Serie A,
Alessio Furlanetto,2115,2284.2,0.226607143,110000,118800,,45472,#REF!,Reserve,K,GK,22,Italy,Lazio,Serie A,
Mateusz Kowalski,2115,2284.2,0.226607143,110000,118800,,45474,#REF!,Reserve,F,SS,19,Poland,Parma,Serie A,
 Lequincio Zeefuik              ,1731,2198.37,0.218092262,90000,114300,                 ," Feb 1, 2024      ",#REF!, Reserve , F    , CF   ,19, Netherlands                      ,AZ Alkmaar,UEFA Europa League,
